time,Excel_day,DoY,sm,ts,sm_count
2020-11-26,44161.0,331.0,0.273,,1
2020-11-27,44162.0,332.0,0.2675416666666667,,1
2020-11-28,44163.0,333.0,0.26425,,1
2020-11-29,44164.0,334.0,0.2610416666666666,,1
2020-11-30,44165.0,335.0,0.2580833333333333,,1
2020-12-01,44166.0,336.0,0.2552083333333333,,1
2020-12-02,44167.0,337.0,0.2517916666666667,,1
2020-12-03,44168.0,338.0,0.24975,,1
2020-12-04,44169.0,339.0,0.2465,,1
2020-12-05,44170.0,340.0,0.2445416666666666,,1
2020-12-06,44171.0,341.0,0.243125,,1
2020-12-07,44172.0,342.0,0.2400833333333333,,1
2020-12-08,44173.0,343.0,0.2382083333333333,,1
2020-12-09,44174.0,344.0,0.236391304347826,,1
2020-12-10,44175.0,345.0,0.2335,,1
2020-12-11,44176.0,346.0,0.231125,,1
2020-12-12,44177.0,347.0,0.2288333333333333,,1
2020-12-13,44178.0,348.0,0.227625,,1
2020-12-14,44179.0,349.0,0.2237916666666667,,1
2020-12-15,44180.0,350.0,0.2199523809523809,,1
2020-12-16,44181.0,351.0,0.211875,,1
2020-12-17,44182.0,352.0,0.211125,,1
2020-12-18,44183.0,353.0,0.2082916666666666,,1
2020-12-19,44184.0,354.0,0.2049166666666666,,1
2020-12-20,44185.0,355.0,0.2049583333333333,,1
2020-12-21,44186.0,356.0,0.2042916666666666,,1
2020-12-22,44187.0,357.0,0.2022916666666666,,1
2020-12-23,44188.0,358.0,0.199375,,1
2020-12-24,44189.0,359.0,0.1928333333333333,,1
2020-12-25,44190.0,360.0,0.1885416666666667,,1
2020-12-26,44191.0,361.0,0.1861666666666666,,1
2020-12-27,44192.0,362.0,0.2030666666666666,,1
2020-12-28,44193.0,363.0,0.2189047619047619,,1
2020-12-29,44194.0,364.0,0.21275,,1
2020-12-30,44195.0,365.0,0.2058333333333333,,1
2020-12-31,44196.0,366.0,0.202125,,1
2021-01-01,44197.0,1.0,0.2007083333333333,,1
2021-01-02,44198.0,2.0,0.1983333333333333,,1
2021-01-03,44199.0,3.0,0.1975416666666667,,1
2021-01-04,44200.0,4.0,0.1957083333333333,,1
2021-01-05,44201.0,5.0,0.1964166666666666,,1
2021-01-06,44202.0,6.0,0.194875,,1
2021-01-07,44203.0,7.0,0.194375,,1
2021-01-08,44204.0,8.0,0.1916086956521739,,1
2021-01-09,44205.0,9.0,0.1905,,1
2021-01-10,44206.0,10.0,0.1877916666666666,,1
2021-01-11,44207.0,11.0,0.1850833333333333,,1
2021-01-12,44208.0,12.0,0.1825,,1
2021-01-13,44209.0,13.0,0.1838695652173913,,1
2021-01-14,44210.0,14.0,0.1835833333333333,,1
2021-01-15,44211.0,15.0,0.1865,,1
2021-01-16,44212.0,16.0,0.18675,,1
2021-01-17,44213.0,17.0,0.1889583333333333,,1
2021-01-18,44214.0,18.0,0.1903181818181818,,1
2021-01-19,44215.0,19.0,0.339625,,1
2021-01-20,44216.0,20.0,0.467625,,1
2021-01-21,44217.0,21.0,0.4403333333333333,,1
2021-01-22,44218.0,22.0,0.418,,1
2021-01-23,44219.0,23.0,,,0
2021-01-24,44220.0,24.0,,,0
2021-01-25,44221.0,25.0,,,0
2021-01-26,44222.0,26.0,,,0
2021-01-27,44223.0,27.0,,,0
2021-01-28,44224.0,28.0,,,0
2021-01-29,44225.0,29.0,,,0
2021-01-30,44226.0,30.0,,,0
2021-01-31,44227.0,31.0,,,0
2021-02-01,44228.0,32.0,,,0
2021-02-02,44229.0,33.0,,,0
2021-02-03,44230.0,34.0,,,0
2021-02-04,44231.0,35.0,,,0
2021-02-05,44232.0,36.0,,,0
2021-02-06,44233.0,37.0,,,0
2021-02-07,44234.0,38.0,,,0
2021-02-08,44235.0,39.0,,,0
2021-02-09,44236.0,40.0,,,0
2021-02-10,44237.0,41.0,,,0
2021-02-11,44238.0,42.0,,,0
2021-02-12,44239.0,43.0,,,0
2021-02-13,44240.0,44.0,,,0
2021-02-14,44241.0,45.0,,,0
2021-02-15,44242.0,46.0,,,0
2021-02-16,44243.0,47.0,,,0
2021-02-17,44244.0,48.0,,,0
2021-02-18,44245.0,49.0,,,0
2021-02-19,44246.0,50.0,,,0
2021-02-20,44247.0,51.0,,,0
2021-02-21,44248.0,52.0,,,0
2021-02-22,44249.0,53.0,,,0
2021-02-23,44250.0,54.0,,,0
2021-02-24,44251.0,55.0,,,0
2021-02-25,44252.0,56.0,,,0
2021-02-26,44253.0,57.0,,,0
2021-02-27,44254.0,58.0,,,0
2021-02-28,44255.0,59.0,,,0
2021-03-01,44256.0,60.0,,,0
2021-03-02,44257.0,61.0,,,0
2021-03-03,44258.0,62.0,,,0
2021-03-04,44259.0,63.0,,,0
2021-03-05,44260.0,64.0,,,0
2021-03-06,44261.0,65.0,,,0
2021-03-07,44262.0,66.0,,,0
2021-03-08,44263.0,67.0,,,0
2021-03-09,44264.0,68.0,,,0
2021-03-10,44265.0,69.0,,,0
2021-03-11,44266.0,70.0,,,0
2021-03-12,44267.0,71.0,,,0
2021-03-13,44268.0,72.0,,,0
2021-03-14,44269.0,73.0,,,0
2021-03-15,44270.0,74.0,,,0
2021-03-16,44271.0,75.0,,,0
2021-03-17,44272.0,76.0,,,0
2021-03-18,44273.0,77.0,,,0
2021-03-19,44274.0,78.0,,,0
2021-03-20,44275.0,79.0,,,0
2021-03-21,44276.0,80.0,,,0
2021-03-22,44277.0,81.0,,,0
2021-03-23,44278.0,82.0,0.2875,,1
2021-03-24,44279.0,83.0,,,0
2021-03-25,44280.0,84.0,,,0
2021-03-26,44281.0,85.0,,,0
2021-03-27,44282.0,86.0,,,0
2021-03-28,44283.0,87.0,,,0
2021-03-29,44284.0,88.0,,,0
2021-03-30,44285.0,89.0,,,0
2021-03-31,44286.0,90.0,,,0
2021-04-01,44287.0,91.0,,,0
2021-04-02,44288.0,92.0,,,0
2021-04-03,44289.0,93.0,,,0
2021-04-04,44290.0,94.0,,,0
2021-04-05,44291.0,95.0,,,0
2021-04-06,44292.0,96.0,,,0
2021-04-07,44293.0,97.0,,,0
2021-04-08,44294.0,98.0,,,0
2021-04-09,44295.0,99.0,,,0
2021-04-10,44296.0,100.0,,,0
2021-04-11,44297.0,101.0,,,0
2021-04-12,44298.0,102.0,,,0
2021-04-13,44299.0,103.0,,,0
2021-04-14,44300.0,104.0,,,0
2021-04-15,44301.0,105.0,,,0
2021-04-16,44302.0,106.0,,,0
2021-04-17,44303.0,107.0,,,0
2021-04-18,44304.0,108.0,,,0
2021-04-19,44305.0,109.0,,,0
2021-04-20,44306.0,110.0,,,0
2021-04-21,44307.0,111.0,,,0
2021-04-22,44308.0,112.0,,,0
2021-04-23,44309.0,113.0,,,0
2021-04-24,44310.0,114.0,,,0
2021-04-25,44311.0,115.0,,,0
2021-04-26,44312.0,116.0,,,0
2021-04-27,44313.0,117.0,,,0
2021-04-28,44314.0,118.0,,,0
2021-04-29,44315.0,119.0,,,0
2021-04-30,44316.0,120.0,,,0
2021-05-01,44317.0,121.0,,,0
2021-05-02,44318.0,122.0,,,0
2021-05-03,44319.0,123.0,,,0
2021-05-04,44320.0,124.0,,,0
2021-05-05,44321.0,125.0,,,0
2021-05-06,44322.0,126.0,,,0
2021-05-07,44323.0,127.0,,,0
2021-05-08,44324.0,128.0,,,0
2021-05-09,44325.0,129.0,,,0
2021-05-10,44326.0,130.0,,,0
2021-05-11,44327.0,131.0,,,0
2021-05-12,44328.0,132.0,,,0
2021-05-13,44329.0,133.0,,,0
2021-05-14,44330.0,134.0,,,0
2021-05-15,44331.0,135.0,,,0
2021-05-16,44332.0,136.0,,,0
2021-05-17,44333.0,137.0,,,0
2021-05-18,44334.0,138.0,,,0
2021-05-19,44335.0,139.0,,,0
2021-05-20,44336.0,140.0,,,0
2021-05-21,44337.0,141.0,,,0
2021-05-22,44338.0,142.0,,,0
2021-05-23,44339.0,143.0,,,0
2021-05-24,44340.0,144.0,,,0
2021-05-25,44341.0,145.0,,,0
2021-05-26,44342.0,146.0,,,0
2021-05-27,44343.0,147.0,,,0
2021-05-28,44344.0,148.0,,,0
2021-05-29,44345.0,149.0,,,0
2021-05-30,44346.0,150.0,,,0
2021-05-31,44347.0,151.0,,,0
2021-06-01,44348.0,152.0,,,0
2021-06-02,44349.0,153.0,,,0
2021-06-03,44350.0,154.0,,,0
2021-06-04,44351.0,155.0,,,0
2021-06-05,44352.0,156.0,,,0
2021-06-06,44353.0,157.0,,,0
2021-06-07,44354.0,158.0,,,0
2021-06-08,44355.0,159.0,,,0
2021-06-09,44356.0,160.0,,,0
2021-06-10,44357.0,161.0,,,0
2021-06-11,44358.0,162.0,,,0
2021-06-12,44359.0,163.0,,,0
2021-06-13,44360.0,164.0,,,0
2021-06-14,44361.0,165.0,,,0
2021-06-15,44362.0,166.0,,,0
2021-06-16,44363.0,167.0,,,0
2021-06-17,44364.0,168.0,,,0
2021-06-18,44365.0,169.0,,,0
2021-06-19,44366.0,170.0,,,0
2021-06-20,44367.0,171.0,,,0
2021-06-21,44368.0,172.0,,,0
2021-06-22,44369.0,173.0,,,0
2021-06-23,44370.0,174.0,,,0
2021-06-24,44371.0,175.0,,,0
2021-06-25,44372.0,176.0,,,0
2021-06-26,44373.0,177.0,,,0
2021-06-27,44374.0,178.0,,,0
2021-06-28,44375.0,179.0,,,0
2021-06-29,44376.0,180.0,,,0
2021-06-30,44377.0,181.0,,,0
2021-07-01,44378.0,182.0,,,0
2021-07-02,44379.0,183.0,,,0
2021-07-03,44380.0,184.0,,,0
2021-07-04,44381.0,185.0,,,0
2021-07-05,44382.0,186.0,,,0
2021-07-06,44383.0,187.0,,,0
2021-07-07,44384.0,188.0,,,0
2021-07-08,44385.0,189.0,,,0
2021-07-09,44386.0,190.0,,,0
2021-07-10,44387.0,191.0,,,0
2021-07-11,44388.0,192.0,,,0
2021-07-12,44389.0,193.0,,,0
2021-07-13,44390.0,194.0,,,0
2021-07-14,44391.0,195.0,,,0
2021-07-15,44392.0,196.0,,,0
2021-07-16,44393.0,197.0,,,0
2021-07-17,44394.0,198.0,,,0
2021-07-18,44395.0,199.0,,,0
2021-07-19,44396.0,200.0,,,0
2021-07-20,44397.0,201.0,,,0
2021-07-21,44398.0,202.0,,,0
2021-07-22,44399.0,203.0,,,0
2021-07-23,44400.0,204.0,,,0
2021-07-24,44401.0,205.0,,,0
2021-07-25,44402.0,206.0,,,0
2021-07-26,44403.0,207.0,,,0
2021-07-27,44404.0,208.0,,,0
2021-07-28,44405.0,209.0,,,0
2021-07-29,44406.0,210.0,,,0
2021-07-30,44407.0,211.0,,,0
2021-07-31,44408.0,212.0,,,0
2021-08-01,44409.0,213.0,,,0
2021-08-02,44410.0,214.0,,,0
2021-08-03,44411.0,215.0,,,0
2021-08-04,44412.0,216.0,,,0
2021-08-05,44413.0,217.0,,,0
2021-08-06,44414.0,218.0,,,0
2021-08-07,44415.0,219.0,,,0
2021-08-08,44416.0,220.0,,,0
2021-08-09,44417.0,221.0,,,0
2021-08-10,44418.0,222.0,,,0
2021-08-11,44419.0,223.0,,,0
2021-08-12,44420.0,224.0,,,0
2021-08-13,44421.0,225.0,,,0
2021-08-14,44422.0,226.0,,,0
2021-08-15,44423.0,227.0,,,0
2021-08-16,44424.0,228.0,,,0
2021-08-17,44425.0,229.0,,,0
2021-08-18,44426.0,230.0,,,0
2021-08-19,44427.0,231.0,,,0
2021-08-20,44428.0,232.0,,,0
2021-08-21,44429.0,233.0,,,0
2021-08-22,44430.0,234.0,,,0
2021-08-23,44431.0,235.0,,,0
2021-08-24,44432.0,236.0,,,0
2021-08-25,44433.0,237.0,,,0
2021-08-26,44434.0,238.0,,,0
2021-08-27,44435.0,239.0,,,0
2021-08-28,44436.0,240.0,,,0
2021-08-29,44437.0,241.0,,,0
2021-08-30,44438.0,242.0,,,0
2021-08-31,44439.0,243.0,,,0
2021-09-01,44440.0,244.0,,,0
2021-09-02,44441.0,245.0,,,0
2021-09-03,44442.0,246.0,,,0
2021-09-04,44443.0,247.0,,,0
2021-09-05,44444.0,248.0,,,0
2021-09-06,44445.0,249.0,,,0
2021-09-07,44446.0,250.0,,,0
2021-09-08,44447.0,251.0,,,0
2021-09-09,44448.0,252.0,,,0
2021-09-10,44449.0,253.0,,,0
2021-09-11,44450.0,254.0,,,0
2021-09-12,44451.0,255.0,,,0
2021-09-13,44452.0,256.0,,,0
2021-09-14,44453.0,257.0,,,0
2021-09-15,44454.0,258.0,,,0
2021-09-16,44455.0,259.0,,,0
2021-09-17,44456.0,260.0,,,0
2021-09-18,44457.0,261.0,,,0
2021-09-19,44458.0,262.0,,,0
2021-09-20,44459.0,263.0,,,0
2021-09-21,44460.0,264.0,,,0
2021-09-22,44461.0,265.0,,,0
2021-09-23,44462.0,266.0,,,0
2021-09-24,44463.0,267.0,,,0
2021-09-25,44464.0,268.0,,,0
2021-09-26,44465.0,269.0,,,0
2021-09-27,44466.0,270.0,,,0
2021-09-28,44467.0,271.0,,,0
2021-09-29,44468.0,272.0,0.1367142857142857,,1
2021-09-30,44469.0,273.0,0.137578947368421,,1
2021-10-01,44470.0,274.0,,,0
2021-10-02,44471.0,275.0,,,0
2021-10-03,44472.0,276.0,,,0
2021-10-04,44473.0,277.0,,,0
2021-10-05,44474.0,278.0,,,0
2021-10-06,44475.0,279.0,,,0
2021-10-07,44476.0,280.0,,,0
2021-10-08,44477.0,281.0,,,0
2021-10-09,44478.0,282.0,,,0
2021-10-10,44479.0,283.0,,,0
2021-10-11,44480.0,284.0,,,0
2021-10-12,44481.0,285.0,,,0
2021-10-13,44482.0,286.0,,,0
2021-10-14,44483.0,287.0,,,0
2021-10-15,44484.0,288.0,,,0
2021-10-16,44485.0,289.0,,,0
2021-10-17,44486.0,290.0,,,0
2021-10-18,44487.0,291.0,,,0
2021-10-19,44488.0,292.0,,,0
2021-10-20,44489.0,293.0,,,0
2021-10-21,44490.0,294.0,,,0
2021-10-22,44491.0,295.0,,,0
2021-10-23,44492.0,296.0,,,0
2021-10-24,44493.0,297.0,,,0
2021-10-25,44494.0,298.0,,,0
2021-10-26,44495.0,299.0,,,0
2021-10-27,44496.0,300.0,,,0
2021-10-28,44497.0,301.0,,,0
2021-10-29,44498.0,302.0,,,0
2021-10-30,44499.0,303.0,,,0
2021-10-31,44500.0,304.0,,,0
2021-11-01,44501.0,305.0,,,0
2021-11-02,44502.0,306.0,,,0
2021-11-03,44503.0,307.0,,,0
2021-11-04,44504.0,308.0,,,0
2021-11-05,44505.0,309.0,0.1473333333333333,,1
2021-11-06,44506.0,310.0,0.1457083333333333,,1
2021-11-07,44507.0,311.0,0.1433333333333333,,1
2021-11-08,44508.0,312.0,0.142875,,1
2021-11-09,44509.0,313.0,0.139625,,1
2021-11-10,44510.0,314.0,0.137625,,1
2021-11-11,44511.0,315.0,0.1347083333333333,,1
2021-11-12,44512.0,316.0,0.1301666666666666,,1
2021-11-13,44513.0,317.0,0.129,,1
2021-11-14,44514.0,318.0,0.128,,1
2021-11-15,44515.0,319.0,0.1314090909090909,,1
2021-11-16,44516.0,320.0,0.1349,,1
2021-11-17,44517.0,321.0,0.1352727272727272,,1
2021-11-18,44518.0,322.0,0.1398947368421052,,1
2021-11-19,44519.0,323.0,0.1534,,1
2021-11-20,44520.0,324.0,0.156,,1
2021-11-21,44521.0,325.0,0.1595714285714285,,1
2021-11-22,44522.0,326.0,0.1545652173913043,,1
2021-11-23,44523.0,327.0,0.1516111111111111,,1
2021-11-24,44524.0,328.0,0.152875,,1
2021-11-25,44525.0,329.0,0.1478636363636363,,1
2021-11-26,44526.0,330.0,0.1528571428571428,,1
2021-11-27,44527.0,331.0,0.15075,,1
2021-11-28,44528.0,332.0,0.1477083333333333,,1
2021-11-29,44529.0,333.0,0.169,,1
2021-11-30,44530.0,334.0,0.3531304347826087,,1
2021-12-01,44531.0,335.0,0.3134583333333333,,1
2021-12-02,44532.0,336.0,0.2895833333333333,,1
2021-12-03,44533.0,337.0,0.3033333333333333,,1
2021-12-04,44534.0,338.0,0.5132916666666667,,1
2021-12-05,44535.0,339.0,0.4876666666666667,,1
2021-12-06,44536.0,340.0,0.4954166666666666,,1
2021-12-07,44537.0,341.0,0.4754166666666666,,1
2021-12-08,44538.0,342.0,0.4615416666666667,,1
2021-12-09,44539.0,343.0,0.4340416666666666,,1
2021-12-10,44540.0,344.0,0.40025,,1
2021-12-11,44541.0,345.0,0.3749166666666666,,1
2021-12-12,44542.0,346.0,0.3582499999999999,,1
2021-12-13,44543.0,347.0,0.3379583333333333,,1
2021-12-14,44544.0,348.0,0.3252916666666667,,1
2021-12-15,44545.0,349.0,0.3030416666666666,,1
2021-12-16,44546.0,350.0,0.2859166666666666,,1
2021-12-17,44547.0,351.0,0.273875,,1
2021-12-18,44548.0,352.0,0.25925,,1
2021-12-19,44549.0,353.0,0.2485833333333333,,1
2021-12-20,44550.0,354.0,0.2454999999999999,,1
2021-12-21,44551.0,355.0,0.2424583333333333,,1
2021-12-22,44552.0,356.0,0.3087916666666666,,1
2021-12-23,44553.0,357.0,0.4685833333333333,,1
2021-12-24,44554.0,358.0,0.4381666666666666,,1
2021-12-25,44555.0,359.0,0.402625,,1
2021-12-26,44556.0,360.0,0.3722916666666667,,1
2021-12-27,44557.0,361.0,0.3500833333333333,,1
2021-12-28,44558.0,362.0,0.3385416666666667,,1
2021-12-29,44559.0,363.0,0.3242083333333334,,1
2021-12-30,44560.0,364.0,0.321625,,1
2021-12-31,44561.0,365.0,0.3189583333333333,,1
2022-01-01,44562.0,1.0,0.3531666666666667,,1
2022-01-02,44563.0,2.0,0.464375,,1
2022-01-03,44564.0,3.0,0.4260416666666666,,1
2022-01-04,44565.0,4.0,0.3990416666666667,,1
2022-01-05,44566.0,5.0,0.3728333333333333,,1
2022-01-06,44567.0,6.0,0.352,,1
2022-01-07,44568.0,7.0,0.3360833333333333,,1
2022-01-08,44569.0,8.0,0.3215833333333333,,1
2022-01-09,44570.0,9.0,0.305,,1
2022-01-10,44571.0,10.0,0.289391304347826,,1
2022-01-11,44572.0,11.0,0.2770416666666667,,1
2022-01-12,44573.0,12.0,0.2679583333333333,,1
2022-01-13,44574.0,13.0,0.2554166666666667,,1
2022-01-14,44575.0,14.0,0.2497083333333333,,1
2022-01-15,44576.0,15.0,0.4822272727272727,,1
2022-01-16,44577.0,16.0,0.4520833333333333,,1
2022-01-17,44578.0,17.0,0.4225416666666666,,1
2022-01-18,44579.0,18.0,0.3982083333333333,,1
2022-01-19,44580.0,19.0,0.3752083333333333,,1
2022-01-20,44581.0,20.0,0.361625,,1
2022-01-21,44582.0,21.0,0.34725,,1
2022-01-22,44583.0,22.0,0.330875,,1
2022-01-23,44584.0,23.0,0.3185833333333333,,1
2022-01-24,44585.0,24.0,0.3052916666666667,,1
2022-01-25,44586.0,25.0,0.2925,,1
2022-01-26,44587.0,26.0,0.2815,,1
2022-01-27,44588.0,27.0,0.2740416666666667,,1
2022-01-28,44589.0,28.0,0.2669166666666667,,1
2022-01-29,44590.0,29.0,0.256625,,1
2022-01-30,44591.0,30.0,0.2446666666666666,,1
2022-01-31,44592.0,31.0,0.2299999999999999,,1
